"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","GDEXPRD","TOT","MLN_USD","A","2001",280.665291475077,
"ISL","GDEXPRD","TOT","MLN_USD","A","2002",281.109834195183,
"ISL","GDEXPRD","TOT","MLN_USD","A","2003",275.507186778291,
"ISL","GDEXPRD","TOT","MLN_USD","A","2005",311.203846063954,
"ISL","GDEXPRD","TOT","MLN_USD","A","2006",351.640117135653,
"ISL","GDEXPRD","TOT","MLN_USD","A","2007",339.186964608232,
"ISL","GDEXPRD","TOT","MLN_USD","A","2008",339.525797125521,
"ISL","GDEXPRD","TOT","MLN_USD","A","2009",338.531829302103,
"ISL","GDEXPRD","TOT","MLN_USD","A","2011",312.489160030914,
"ISL","GDEXPRD","TOT","MLN_USD","A","2013",246.631194065406,
"ISL","GDEXPRD","TOT","MLN_USD","A","2014",253.516622591201,
"ISL","GDEXPRD","TOT","PC_GDP","A","1981",0.62971426302729,
"ISL","GDEXPRD","TOT","PC_GDP","A","1983",0.66676383085278,
"ISL","GDEXPRD","TOT","PC_GDP","A","1984",0.70712243345571,
"ISL","GDEXPRD","TOT","PC_GDP","A","1985",0.7168923625969,
"ISL","GDEXPRD","TOT","PC_GDP","A","1986",0.70199420110412,
"ISL","GDEXPRD","TOT","PC_GDP","A","1987",0.74029003583766,
"ISL","GDEXPRD","TOT","PC_GDP","A","1989",0.96560215832235,
"ISL","GDEXPRD","TOT","PC_GDP","A","1990",0.95062016517787,
"ISL","GDEXPRD","TOT","PC_GDP","A","1991",1.12396308380425,
"ISL","GDEXPRD","TOT","PC_GDP","A","1992",1.29245055040039,
"ISL","GDEXPRD","TOT","PC_GDP","A","1993",1.29714474004872,
"ISL","GDEXPRD","TOT","PC_GDP","A","1994",1.34221652864025,
"ISL","GDEXPRD","TOT","PC_GDP","A","1995",1.4976104284505,
"ISL","GDEXPRD","TOT","PC_GDP","A","1997",1.79181838774002,
"ISL","GDEXPRD","TOT","PC_GDP","A","1998",1.95913964326784,
"ISL","GDEXPRD","TOT","PC_GDP","A","1999",2.24854859613238,
"ISL","GDEXPRD","TOT","PC_GDP","A","2000",2.60109716416272,
"ISL","GDEXPRD","TOT","PC_GDP","A","2001",2.87787570355999,
"ISL","GDEXPRD","TOT","PC_GDP","A","2002",2.86942516307726,
"ISL","GDEXPRD","TOT","PC_GDP","A","2003",2.73718732077597,
"ISL","GDEXPRD","TOT","PC_GDP","A","2005",2.6962755995829,
"ISL","GDEXPRD","TOT","PC_GDP","A","2006",2.92363715949891,
"ISL","GDEXPRD","TOT","PC_GDP","A","2007",2.5755987820909,
"ISL","GDEXPRD","TOT","PC_GDP","A","2008",2.54060173798664,
"ISL","GDEXPRD","TOT","PC_GDP","A","2009",2.65756946781972,
"ISL","GDEXPRD","TOT","PC_GDP","A","2011",2.49483830410578,
"ISL","GDEXPRD","TOT","PC_GDP","A","2013",1.87305051365306,
"ISL","GDEXPRD","TOT","PC_GDP","A","2014",1.89080361541478,
"IRL","GDEXPRD","TOT","MLN_USD","A","1981",339.784073494223,
"IRL","GDEXPRD","TOT","MLN_USD","A","1982",345.442041700248,
"IRL","GDEXPRD","TOT","MLN_USD","A","1983",332.665304660349,
"IRL","GDEXPRD","TOT","MLN_USD","A","1984",377.807771820726,
"IRL","GDEXPRD","TOT","MLN_USD","A","1985",422.092660257776,
"IRL","GDEXPRD","TOT","MLN_USD","A","1986",455.91406716851,
"IRL","GDEXPRD","TOT","MLN_USD","A","1987",475.012661040298,
"IRL","GDEXPRD","TOT","MLN_USD","A","1988",480.881689781462,
"IRL","GDEXPRD","TOT","MLN_USD","A","1989",511.047803033392,
"IRL","GDEXPRD","TOT","MLN_USD","A","1990",573.782067898786,
"IRL","GDEXPRD","TOT","MLN_USD","A","1991",659.623623249977,
"IRL","GDEXPRD","TOT","MLN_USD","A","1992",757.173612475028,
"IRL","GDEXPRD","TOT","MLN_USD","A","1993",880.065246116911,
"IRL","GDEXPRD","TOT","MLN_USD","A","1994",1007.16957675187,
"IRL","GDEXPRD","TOT","MLN_USD","A","1995",1111.71268942158,
"IRL","GDEXPRD","TOT","MLN_USD","A","1996",1260.96873750529,
"IRL","GDEXPRD","TOT","MLN_USD","A","1997",1371.84455904965,
"IRL","GDEXPRD","TOT","MLN_USD","A","1998",1453.7103465956,
"IRL","GDEXPRD","TOT","MLN_USD","A","1999",1535.26542478753,
"IRL","GDEXPRD","TOT","MLN_USD","A","2000",1592.1924266899,
"IRL","GDEXPRD","TOT","MLN_USD","A","2001",1636.07519780886,
"IRL","GDEXPRD","TOT","MLN_USD","A","2002",1737.36100781476,
"IRL","GDEXPRD","TOT","MLN_USD","A","2003",1917.95045959785,
"IRL","GDEXPRD","TOT","MLN_USD","A","2004",2101.62281146952,
"IRL","GDEXPRD","TOT","MLN_USD","A","2005",2264.82866430915,
"IRL","GDEXPRD","TOT","MLN_USD","A","2006",2416.89979324694,
"IRL","GDEXPRD","TOT","MLN_USD","A","2007",2626.10168949701,
"IRL","GDEXPRD","TOT","MLN_USD","A","2008",2892.24690970575,
"IRL","GDEXPRD","TOT","MLN_USD","A","2009",3171.6461741492,
"IRL","GDEXPRD","TOT","MLN_USD","A","2010",3168.63583441327,
"IRL","GDEXPRD","TOT","MLN_USD","A","2011",3101.0075944958,
"IRL","GDEXPRD","TOT","MLN_USD","A","2012",3168.43160040484,
"IRL","GDEXPRD","TOT","MLN_USD","A","2013",3157.09532189579,
"IRL","GDEXPRD","TOT","MLN_USD","A","2014",3226.96403537867,
"IRL","GDEXPRD","TOT","PC_GDP","A","1981",0.64814534416692,
"IRL","GDEXPRD","TOT","PC_GDP","A","1982",0.64422731138701,
"IRL","GDEXPRD","TOT","PC_GDP","A","1983",0.62191886901447,
"IRL","GDEXPRD","TOT","PC_GDP","A","1984",0.67684069309271,
"IRL","GDEXPRD","TOT","PC_GDP","A","1985",0.73354254602258,
"IRL","GDEXPRD","TOT","PC_GDP","A","1986",0.79572813092466,
"IRL","GDEXPRD","TOT","PC_GDP","A","1987",0.79212432081938,
"IRL","GDEXPRD","TOT","PC_GDP","A","1988",0.76214706031073,
"IRL","GDEXPRD","TOT","PC_GDP","A","1989",0.76545429042722,
"IRL","GDEXPRD","TOT","PC_GDP","A","1990",0.79233523416216,
"IRL","GDEXPRD","TOT","PC_GDP","A","1991",0.89362993800026,
"IRL","GDEXPRD","TOT","PC_GDP","A","1992",0.99260112315802,
"IRL","GDEXPRD","TOT","PC_GDP","A","1993",1.12345317130401,
"IRL","GDEXPRD","TOT","PC_GDP","A","1994",1.21573353493861,
"IRL","GDEXPRD","TOT","PC_GDP","A","1995",1.22400002902372,
"IRL","GDEXPRD","TOT","PC_GDP","A","1996",1.27056294846536,
"IRL","GDEXPRD","TOT","PC_GDP","A","1997",1.24330567732559,
"IRL","GDEXPRD","TOT","PC_GDP","A","1998",1.20967986875687,
"IRL","GDEXPRD","TOT","PC_GDP","A","1999",1.15341364792718,
"IRL","GDEXPRD","TOT","PC_GDP","A","2000",1.08518123706525,
"IRL","GDEXPRD","TOT","PC_GDP","A","2001",1.05362680990856,
"IRL","GDEXPRD","TOT","PC_GDP","A","2002",1.05615403651688,
"IRL","GDEXPRD","TOT","PC_GDP","A","2003",1.12279241503843,
"IRL","GDEXPRD","TOT","PC_GDP","A","2004",1.17840966048039,
"IRL","GDEXPRD","TOT","PC_GDP","A","2005",1.19427463705917,
"IRL","GDEXPRD","TOT","PC_GDP","A","2006",1.19882140818854,
"IRL","GDEXPRD","TOT","PC_GDP","A","2007",1.23418133774887,
"IRL","GDEXPRD","TOT","PC_GDP","A","2008",1.38930326383978,
"IRL","GDEXPRD","TOT","PC_GDP","A","2009",1.61454804209449,
"IRL","GDEXPRD","TOT","PC_GDP","A","2010",1.60661143294005,
"IRL","GDEXPRD","TOT","PC_GDP","A","2011",1.53265509602357,
"IRL","GDEXPRD","TOT","PC_GDP","A","2012",1.56361612348218,
"IRL","GDEXPRD","TOT","PC_GDP","A","2013",1.53599093183605,
"IRL","GDEXPRD","TOT","PC_GDP","A","2014",1.4923886855743,
"ITA","GDEXPRD","TOT","MLN_USD","A","1981",11197.1639425489,
"ITA","GDEXPRD","TOT","MLN_USD","A","1982",11547.169235471,
"ITA","GDEXPRD","TOT","MLN_USD","A","1983",12300.722921922,
"ITA","GDEXPRD","TOT","MLN_USD","A","1984",13493.5129578293,
"ITA","GDEXPRD","TOT","MLN_USD","A","1985",15414.3750456179,
"ITA","GDEXPRD","TOT","MLN_USD","A","1986",15999.003770418,
"ITA","GDEXPRD","TOT","MLN_USD","A","1987",17324.0814153243,
"ITA","GDEXPRD","TOT","MLN_USD","A","1988",18445.4443137744,
"ITA","GDEXPRD","TOT","MLN_USD","A","1989",19356.0425937295,
"ITA","GDEXPRD","TOT","MLN_USD","A","1990",20414.1534306878,
"ITA","GDEXPRD","TOT","MLN_USD","A","1991",19707.7884278637,
"ITA","GDEXPRD","TOT","MLN_USD","A","1992",19204.5204617694,
"ITA","GDEXPRD","TOT","MLN_USD","A","1993",18131.2990386244,
"ITA","GDEXPRD","TOT","MLN_USD","A","1994",17287.8990430916,
"ITA","GDEXPRD","TOT","MLN_USD","A","1995",16926.5118726207,
"ITA","GDEXPRD","TOT","MLN_USD","A","1996",17359.7142935079,
"ITA","GDEXPRD","TOT","MLN_USD","A","1997",18452.1276864375,
"ITA","GDEXPRD","TOT","MLN_USD","A","1998",19089.2528667391,
"ITA","GDEXPRD","TOT","MLN_USD","A","1999",18916.292990485,
"ITA","GDEXPRD","TOT","MLN_USD","A","2000",20058.8029488809,
"ITA","GDEXPRD","TOT","MLN_USD","A","2001",21215.2464360159,
"ITA","GDEXPRD","TOT","MLN_USD","A","2002",22080.4371738352,
"ITA","GDEXPRD","TOT","MLN_USD","A","2003",21648.0952506455,
"ITA","GDEXPRD","TOT","MLN_USD","A","2004",21807.1779221448,
"ITA","GDEXPRD","TOT","MLN_USD","A","2005",21888.2661049954,
"ITA","GDEXPRD","TOT","MLN_USD","A","2006",23177.6036719155,
"ITA","GDEXPRD","TOT","MLN_USD","A","2007",24508.9216153905,
"ITA","GDEXPRD","TOT","MLN_USD","A","2008",24914.4660955899,
"ITA","GDEXPRD","TOT","MLN_USD","A","2009",24714.2136485554,
"ITA","GDEXPRD","TOT","MLN_USD","A","2010",25168.9069908153,
"ITA","GDEXPRD","TOT","MLN_USD","A","2011",25039.3909655332,
"ITA","GDEXPRD","TOT","MLN_USD","A","2012",25561.1275776297,
"ITA","GDEXPRD","TOT","MLN_USD","A","2013",25843.7401445206,
"ITA","GDEXPRD","TOT","MLN_USD","A","2014",25376.7228706532,
"ITA","GDEXPRD","TOT","PC_GDP","A","1981",0.83100935665316,
"ITA","GDEXPRD","TOT","PC_GDP","A","1982",0.85345559940729,
"ITA","GDEXPRD","TOT","PC_GDP","A","1983",0.8986440566346,
"ITA","GDEXPRD","TOT","PC_GDP","A","1984",0.95497856366727,
"ITA","GDEXPRD","TOT","PC_GDP","A","1985",1.06122992228644,
"ITA","GDEXPRD","TOT","PC_GDP","A","1986",1.07085360903794,
"ITA","GDEXPRD","TOT","PC_GDP","A","1987",1.12367706311854,
"ITA","GDEXPRD","TOT","PC_GDP","A","1988",1.14824916301153,
"ITA","GDEXPRD","TOT","PC_GDP","A","1989",1.16544515440463,
"ITA","GDEXPRD","TOT","PC_GDP","A","1990",1.20522198683982,
"ITA","GDEXPRD","TOT","PC_GDP","A","1991",1.14589030107733,
"ITA","GDEXPRD","TOT","PC_GDP","A","1992",1.10738959214852,
"ITA","GDEXPRD","TOT","PC_GDP","A","1993",1.05449727618774,
"ITA","GDEXPRD","TOT","PC_GDP","A","1994",0.9842740521658,
"ITA","GDEXPRD","TOT","PC_GDP","A","1995",0.93665892067737,
"ITA","GDEXPRD","TOT","PC_GDP","A","1996",0.94843066057339,
"ITA","GDEXPRD","TOT","PC_GDP","A","1997",0.98994447825813,
"ITA","GDEXPRD","TOT","PC_GDP","A","1998",1.00783841746185,
"ITA","GDEXPRD","TOT","PC_GDP","A","1999",0.983367737196,
"ITA","GDEXPRD","TOT","PC_GDP","A","2000",1.00545780355125,
"ITA","GDEXPRD","TOT","PC_GDP","A","2001",1.0449074247546,
"ITA","GDEXPRD","TOT","PC_GDP","A","2002",1.08482408406839,
"ITA","GDEXPRD","TOT","PC_GDP","A","2003",1.06197586319785,
"ITA","GDEXPRD","TOT","PC_GDP","A","2004",1.05312018579536,
"ITA","GDEXPRD","TOT","PC_GDP","A","2005",1.04709225892009,
"ITA","GDEXPRD","TOT","PC_GDP","A","2006",1.08696084909376,
"ITA","GDEXPRD","TOT","PC_GDP","A","2007",1.13270115141794,
"ITA","GDEXPRD","TOT","PC_GDP","A","2008",1.16366696190226,
"ITA","GDEXPRD","TOT","PC_GDP","A","2009",1.22126423996898,
"ITA","GDEXPRD","TOT","PC_GDP","A","2010",1.22310516733614,
"ITA","GDEXPRD","TOT","PC_GDP","A","2011",1.20983501515753,
"ITA","GDEXPRD","TOT","PC_GDP","A","2012",1.27086997155593,
"ITA","GDEXPRD","TOT","PC_GDP","A","2013",1.30778369402608,
"ITA","GDEXPRD","TOT","PC_GDP","A","2014",1.28857286297625,
"JPN","GDEXPRD","TOT","MLN_USD","A","1981",49237.7087034079,
"JPN","GDEXPRD","TOT","MLN_USD","A","1982",52994.3416264626,
"JPN","GDEXPRD","TOT","MLN_USD","A","1983",57807.7601379506,
"JPN","GDEXPRD","TOT","MLN_USD","A","1984",62662.8966460801,
"JPN","GDEXPRD","TOT","MLN_USD","A","1985",70299.5977177254,
"JPN","GDEXPRD","TOT","MLN_USD","A","1986",71476.7083557874,
"JPN","GDEXPRD","TOT","MLN_USD","A","1987",76561.18298001,
"JPN","GDEXPRD","TOT","MLN_USD","A","1988",82718.6400715232,
"JPN","GDEXPRD","TOT","MLN_USD","A","1989",90233.8055934001,
"JPN","GDEXPRD","TOT","MLN_USD","A","1990",97812.6302421317,
"JPN","GDEXPRD","TOT","MLN_USD","A","1991",100347.221126694,
"JPN","GDEXPRD","TOT","MLN_USD","A","1992",99368.6468417044,
"JPN","GDEXPRD","TOT","MLN_USD","A","1993",96924.7741885959,
"JPN","GDEXPRD","TOT","MLN_USD","A","1994",95977.761979912,
"JPN","GDEXPRD","TOT","MLN_USD","A","1995",102361.400966215,
"JPN","GDEXPRD","TOT","MLN_USD","A","1996",108986.459245231,
"JPN","GDEXPRD","TOT","MLN_USD","A","1997",113232.406032559,
"JPN","GDEXPRD","TOT","MLN_USD","A","1998",116167.225669314,
"JPN","GDEXPRD","TOT","MLN_USD","A","1999",116606.78651628,
"JPN","GDEXPRD","TOT","MLN_USD","A","2000",120214.619260671,
"JPN","GDEXPRD","TOT","MLN_USD","A","2001",123567.391799501,
"JPN","GDEXPRD","TOT","MLN_USD","A","2002",125583.371441518,
"JPN","GDEXPRD","TOT","MLN_USD","A","2003",128858.025552113,
"JPN","GDEXPRD","TOT","MLN_USD","A","2004",131452.067490484,
"JPN","GDEXPRD","TOT","MLN_USD","A","2005",140623.227858369,
"JPN","GDEXPRD","TOT","MLN_USD","A","2006",147343.113617639,
"JPN","GDEXPRD","TOT","MLN_USD","A","2007",152884.258354912,
"JPN","GDEXPRD","TOT","MLN_USD","A","2008",151538.110585126,
"JPN","GDEXPRD","TOT","MLN_USD","A","2009",138632.108321712,
"JPN","GDEXPRD","TOT","MLN_USD","A","2010",140607.388235379,
"JPN","GDEXPRD","TOT","MLN_USD","A","2011",145531.470408209,
"JPN","GDEXPRD","TOT","MLN_USD","A","2012",146331.581187985,
"JPN","GDEXPRD","TOT","MLN_USD","A","2013",154534.375630043,
"JPN","GDEXPRD","TOT","MLN_USD","A","2014",159218.277478356,
"JPN","GDEXPRD","TOT","PC_GDP","A","1981",2.07679095214405,
"JPN","GDEXPRD","TOT","PC_GDP","A","1982",2.16223140181249,
"JPN","GDEXPRD","TOT","PC_GDP","A","1983",2.28857718017376,
"JPN","GDEXPRD","TOT","PC_GDP","A","1984",2.374781495452,
"JPN","GDEXPRD","TOT","PC_GDP","A","1985",2.50551210223255,
"JPN","GDEXPRD","TOT","PC_GDP","A","1986",2.47732979684136,
"JPN","GDEXPRD","TOT","PC_GDP","A","1987",2.54886130421246,
"JPN","GDEXPRD","TOT","PC_GDP","A","1988",2.57017195460668,
"JPN","GDEXPRD","TOT","PC_GDP","A","1989",2.66078914330964,
"JPN","GDEXPRD","TOT","PC_GDP","A","1990",2.73203170970068,
"JPN","GDEXPRD","TOT","PC_GDP","A","1991",2.71264839417823,
"JPN","GDEXPRD","TOT","PC_GDP","A","1992",2.66437295637745,
"JPN","GDEXPRD","TOT","PC_GDP","A","1993",2.59440730010841,
"JPN","GDEXPRD","TOT","PC_GDP","A","1994",2.54706253275384,
"JPN","GDEXPRD","TOT","PC_GDP","A","1995",2.66471395948511,
"JPN","GDEXPRD","TOT","PC_GDP","A","1996",2.76501187260565,
"JPN","GDEXPRD","TOT","PC_GDP","A","1997",2.82761430990888,
"JPN","GDEXPRD","TOT","PC_GDP","A","1998",2.96019913410114,
"JPN","GDEXPRD","TOT","PC_GDP","A","1999",2.97733506145336,
"JPN","GDEXPRD","TOT","PC_GDP","A","2000",3.00169124857804,
"JPN","GDEXPRD","TOT","PC_GDP","A","2001",3.07447949057568,
"JPN","GDEXPRD","TOT","PC_GDP","A","2002",3.11561784404194,
"JPN","GDEXPRD","TOT","PC_GDP","A","2003",3.1438813458345,
"JPN","GDEXPRD","TOT","PC_GDP","A","2004",3.13320434768712,
"JPN","GDEXPRD","TOT","PC_GDP","A","2005",3.3086986979637,
"JPN","GDEXPRD","TOT","PC_GDP","A","2006",3.40909693755711,
"JPN","GDEXPRD","TOT","PC_GDP","A","2007",3.46142230657545,
"JPN","GDEXPRD","TOT","PC_GDP","A","2008",3.46705857213743,
"JPN","GDEXPRD","TOT","PC_GDP","A","2009",3.35733999350934,
"JPN","GDEXPRD","TOT","PC_GDP","A","2010",3.25196399496226,
"JPN","GDEXPRD","TOT","PC_GDP","A","2011",3.38120826916059,
"JPN","GDEXPRD","TOT","PC_GDP","A","2012",3.3415806267497,
"JPN","GDEXPRD","TOT","PC_GDP","A","2013",3.48166072024575,
"JPN","GDEXPRD","TOT","PC_GDP","A","2014",3.58831684803101,
"KOR","GDEXPRD","TOT","MLN_USD","A","1991",9587.84332458475,
"KOR","GDEXPRD","TOT","MLN_USD","A","1992",10676.227022928,
"KOR","GDEXPRD","TOT","MLN_USD","A","1993",12398.5671335278,
"KOR","GDEXPRD","TOT","MLN_USD","A","1994",14716.0259444621,
"KOR","GDEXPRD","TOT","MLN_USD","A","1995",16455.3915261753,
"KOR","GDEXPRD","TOT","MLN_USD","A","1996",18186.9890960517,
"KOR","GDEXPRD","TOT","MLN_USD","A","1997",19577.7587075987,
"KOR","GDEXPRD","TOT","MLN_USD","A","1998",17409.6533283207,
"KOR","GDEXPRD","TOT","MLN_USD","A","1999",18527.7105042765,
"KOR","GDEXPRD","TOT","MLN_USD","A","2000",21290.6941834168,
"KOR","GDEXPRD","TOT","MLN_USD","A","2001",23896.0178403163,
"KOR","GDEXPRD","TOT","MLN_USD","A","2002",24934.4048638464,
"KOR","GDEXPRD","TOT","MLN_USD","A","2003",26542.6688381378,
"KOR","GDEXPRD","TOT","MLN_USD","A","2004",29986.0938323632,
"KOR","GDEXPRD","TOT","MLN_USD","A","2005",32315.5171995449,
"KOR","GDEXPRD","TOT","MLN_USD","A","2006",36634.7713892413,
"KOR","GDEXPRD","TOT","MLN_USD","A","2007",40952.4235626979,
"KOR","GDEXPRD","TOT","MLN_USD","A","2008",43838.5619355926,
"KOR","GDEXPRD","TOT","MLN_USD","A","2009",46548.9189908683,
"KOR","GDEXPRD","TOT","MLN_USD","A","2010",52172.7786522634,
"KOR","GDEXPRD","TOT","MLN_USD","A","2011",58427.2913719091,
"KOR","GDEXPRD","TOT","MLN_USD","A","2012",64267.6867217277,
"KOR","GDEXPRD","TOT","MLN_USD","A","2013",68149.3313712831,
"KOR","GDEXPRD","TOT","MLN_USD","A","2014",72833.857754,
"KOR","GDEXPRD","TOT","PC_GDP","A","1991",1.74082792330118,
"KOR","GDEXPRD","TOT","PC_GDP","A","1992",1.82569563731349,
"KOR","GDEXPRD","TOT","PC_GDP","A","1993",1.98436145987228,
"KOR","GDEXPRD","TOT","PC_GDP","A","1994",2.15671504383777,
"KOR","GDEXPRD","TOT","PC_GDP","A","1995",2.20098147214294,
"KOR","GDEXPRD","TOT","PC_GDP","A","1996",2.26088704179733,
"KOR","GDEXPRD","TOT","PC_GDP","A","1997",2.29770408851109,
"KOR","GDEXPRD","TOT","PC_GDP","A","1998",2.16150971787503,
"KOR","GDEXPRD","TOT","PC_GDP","A","1999",2.06661711212593,
"KOR","GDEXPRD","TOT","PC_GDP","A","2000",2.1802324867448,
"KOR","GDEXPRD","TOT","PC_GDP","A","2001",2.3410843825368,
"KOR","GDEXPRD","TOT","PC_GDP","A","2002",2.27381500012665,
"KOR","GDEXPRD","TOT","PC_GDP","A","2003",2.35150095207231,
"KOR","GDEXPRD","TOT","PC_GDP","A","2004",2.53247774964211,
"KOR","GDEXPRD","TOT","PC_GDP","A","2005",2.62616704789197,
"KOR","GDEXPRD","TOT","PC_GDP","A","2006",2.83065823608728,
"KOR","GDEXPRD","TOT","PC_GDP","A","2007",3.00034921953136,
"KOR","GDEXPRD","TOT","PC_GDP","A","2008",3.12343118765347,
"KOR","GDEXPRD","TOT","PC_GDP","A","2009",3.29324002494382,
"KOR","GDEXPRD","TOT","PC_GDP","A","2010",3.46594143742076,
"KOR","GDEXPRD","TOT","PC_GDP","A","2011",3.74361298390238,
"KOR","GDEXPRD","TOT","PC_GDP","A","2012",4.0255432819921,
"KOR","GDEXPRD","TOT","PC_GDP","A","2013",4.14852846631988,
"KOR","GDEXPRD","TOT","PC_GDP","A","2014",4.29163497089042,
"LUX","GDEXPRD","TOT","MLN_USD","A","2000",514.738910775838,
"LUX","GDEXPRD","TOT","MLN_USD","A","2003",579.588601285067,
"LUX","GDEXPRD","TOT","MLN_USD","A","2004",595.260341412835,
"LUX","GDEXPRD","TOT","MLN_USD","A","2005",602.593845479037,
"LUX","GDEXPRD","TOT","MLN_USD","A","2006",672.979390836908,
"LUX","GDEXPRD","TOT","MLN_USD","A","2007",695.933374996027,
"LUX","GDEXPRD","TOT","MLN_USD","A","2008",704.896297528543,
"LUX","GDEXPRD","TOT","MLN_USD","A","2009",694.014355164599,
"LUX","GDEXPRD","TOT","MLN_USD","A","2010",654.982269753642,
"LUX","GDEXPRD","TOT","MLN_USD","A","2011",657.662690829319,
"LUX","GDEXPRD","TOT","MLN_USD","A","2012",561.875074578393,
"LUX","GDEXPRD","TOT","MLN_USD","A","2013",592.233445978905,
"LUX","GDEXPRD","TOT","MLN_USD","A","2014",594.864103596318,
"LUX","GDEXPRD","TOT","PC_GDP","A","2000",1.56848039722768,
"LUX","GDEXPRD","TOT","PC_GDP","A","2003",1.64545760183636,
"LUX","GDEXPRD","TOT","PC_GDP","A","2004",1.6185535330164,
"LUX","GDEXPRD","TOT","PC_GDP","A","2005",1.58743504800982,
"LUX","GDEXPRD","TOT","PC_GDP","A","2006",1.68665611072366,
"LUX","GDEXPRD","TOT","PC_GDP","A","2007",1.60909098326992,
"LUX","GDEXPRD","TOT","PC_GDP","A","2008",1.64367260421702,
"LUX","GDEXPRD","TOT","PC_GDP","A","2009",1.71025857362648,
"LUX","GDEXPRD","TOT","PC_GDP","A","2010",1.52736840773678,
"LUX","GDEXPRD","TOT","PC_GDP","A","2011",1.49525539407345,
"LUX","GDEXPRD","TOT","PC_GDP","A","2012",1.28838719633909,
"LUX","GDEXPRD","TOT","PC_GDP","A","2013",1.30143034865957,
"LUX","GDEXPRD","TOT","PC_GDP","A","2014",1.25609693747124,
"MEX","GDEXPRD","TOT","MLN_USD","A","1993",2209.66139376662,
"MEX","GDEXPRD","TOT","MLN_USD","A","1994",3077.20410354631,
"MEX","GDEXPRD","TOT","MLN_USD","A","1995",3045.3743855071,
"MEX","GDEXPRD","TOT","MLN_USD","A","1996",3206.34261722305,
"MEX","GDEXPRD","TOT","MLN_USD","A","1997",3807.84839017498,
"MEX","GDEXPRD","TOT","MLN_USD","A","1998",4380.27693337636,
"MEX","GDEXPRD","TOT","MLN_USD","A","1999",5172.31677880443,
"MEX","GDEXPRD","TOT","MLN_USD","A","2000",4786.90621907028,
"MEX","GDEXPRD","TOT","MLN_USD","A","2001",5058.90156925779,
"MEX","GDEXPRD","TOT","MLN_USD","A","2002",5640.82558011185,
"MEX","GDEXPRD","TOT","MLN_USD","A","2003",5690.64915191735,
"MEX","GDEXPRD","TOT","MLN_USD","A","2004",6012.72038967215,
"MEX","GDEXPRD","TOT","MLN_USD","A","2005",6353.91841698468,
"MEX","GDEXPRD","TOT","MLN_USD","A","2006",6155.47461982843,
"MEX","GDEXPRD","TOT","MLN_USD","A","2007",6275.8758801614,
"MEX","GDEXPRD","TOT","MLN_USD","A","2008",6972.61428187065,
"MEX","GDEXPRD","TOT","MLN_USD","A","2009",7095.44108809507,
"MEX","GDEXPRD","TOT","MLN_USD","A","2010",7865.67722309432,
"MEX","GDEXPRD","TOT","MLN_USD","A","2011",7652.9442235402,
"MEX","GDEXPRD","TOT","MLN_USD","A","2012",8080.21266097849,
"MEX","GDEXPRD","TOT","MLN_USD","A","2013",9507.0364062058,
"MEX","GDEXPRD","TOT","MLN_USD","A","2014",10434.4138786521,
"MEX","GDEXPRD","TOT","PC_GDP","A","1993",0.19709306170355,
"MEX","GDEXPRD","TOT","PC_GDP","A","1994",0.26286796496895,
"MEX","GDEXPRD","TOT","PC_GDP","A","1995",0.2772467231521,
"MEX","GDEXPRD","TOT","PC_GDP","A","1996",0.27759567148629,
"MEX","GDEXPRD","TOT","PC_GDP","A","1997",0.3087629242953,
"MEX","GDEXPRD","TOT","PC_GDP","A","1998",0.33816771551756,
"MEX","GDEXPRD","TOT","PC_GDP","A","1999",0.38485657952291,
"MEX","GDEXPRD","TOT","PC_GDP","A","2000",0.33415524829251,
"MEX","GDEXPRD","TOT","PC_GDP","A","2001",0.35325814346802,
"MEX","GDEXPRD","TOT","PC_GDP","A","2002",0.39087597037819,
"MEX","GDEXPRD","TOT","PC_GDP","A","2003",0.38892141708221,
"MEX","GDEXPRD","TOT","PC_GDP","A","2004",0.39433184008009,
"MEX","GDEXPRD","TOT","PC_GDP","A","2005",0.40427468604885,
"MEX","GDEXPRD","TOT","PC_GDP","A","2006",0.37308274902536,
"MEX","GDEXPRD","TOT","PC_GDP","A","2007",0.36849683307219,
"MEX","GDEXPRD","TOT","PC_GDP","A","2008",0.40383412178814,
"MEX","GDEXPRD","TOT","PC_GDP","A","2009",0.43141270693114,
"MEX","GDEXPRD","TOT","PC_GDP","A","2010",0.45460847501593,
"MEX","GDEXPRD","TOT","PC_GDP","A","2011",0.42563031838446,
"MEX","GDEXPRD","TOT","PC_GDP","A","2012",0.43194763999858,
"MEX","GDEXPRD","TOT","PC_GDP","A","2013",0.50123035226098,
"MEX","GDEXPRD","TOT","PC_GDP","A","2014",0.53811924884067,
"NLD","GDEXPRD","TOT","MLN_USD","A","1981",6170.2933178884,
"NLD","GDEXPRD","TOT","MLN_USD","A","1982",6466.68349259553,
"NLD","GDEXPRD","TOT","MLN_USD","A","1983",6741.47359199028,
"NLD","GDEXPRD","TOT","MLN_USD","A","1984",6720.39807510616,
"NLD","GDEXPRD","TOT","MLN_USD","A","1985",7422.99529565365,
"NLD","GDEXPRD","TOT","MLN_USD","A","1986",8072.00781224155,
"NLD","GDEXPRD","TOT","MLN_USD","A","1987",8591.3124192345,
